Unnamed: 0,b_b_mm,h_b_mm,As_d,As_n,L_kr_m,q_ts_m,def,target
3216,230,575,12,3,3.0,0.92,0.129,1
3229,365,435,14,3,1.5,2.35,0.082,1
3233,440,555,16,2,2.4,1.59,0.124,1
3240,325,510,16,3,3.6,1.99,0.263,1
3242,155,495,16,3,4.8,1.04,0.271,1
3253,370,425,14,1,0.8999999999999999,1.86,0.069,1
3254,150,465,12,2,3.9,1.34,0.599,1
3257,200,585,18,2,3.9,1.51,0.245,1
3258,440,395,16,3,1.7999999999999998,1.75,0.076,1
3262,180,585,12,3,1.7999999999999998,1.83,0.091,1
3263,340,540,16,1,2.4,1.11,0.177,1
3267,150,435,20,2,4.2,0.91,0.211,1
3270,240,530,20,2,5.7,2.36,0.747,1
3282,375,480,20,2,2.1,1.11,0.052,1
3283,300,510,18,3,1.5,2.07,0.039,1
3286,335,505,18,2,4.5,2.18,0.537,1
3289,200,530,18,1,1.5,2.3,0.119,1
3291,360,445,14,2,5.1,0.58,0.336,1
3292,225,470,18,2,2.1,1.38,0.082,1
3295,390,375,20,2,3.3,1.21,0.184,1
3297,210,405,18,1,1.2,0.98,0.043,1
3307,370,485,14,3,1.2,0.56,0.011,1
3310,145,565,16,2,3.3,1.83,0.28,1
3314,300,385,20,1,1.2,2.46,0.094,1
3320,180,370,14,2,1.7999999999999998,1.61,0.148,1
3325,170,510,20,3,5.1,0.7,0.137,1
3327,230,390,20,1,2.7,0.84,0.162,1
3328,365,595,14,3,1.7999999999999998,1.47,0.052,1
3330,145,590,20,3,2.1,1.74,0.05,1
3331,345,385,16,3,1.7999999999999998,1.66,0.075,1
3344,170,495,12,2,5.4,1.25,0.994,1
3346,280,415,12,3,3.0,2.3,0.454,1
3350,390,520,16,3,3.3,1.82,0.196,1
3351,155,470,16,2,6.0,1.42,0.881,1
3358,430,550,16,2,5.4,1.91,0.763,1
3361,220,455,12,3,5.1,1.31,0.684,1
3367,260,420,12,2,3.0,1.99,0.574,1
3373,345,520,12,2,2.1,2.22,0.248,1
3385,360,540,12,3,1.5,1.51,0.056,1
3388,155,585,14,3,4.8,1.62,0.439,1
3394,160,550,20,2,1.5,1.64,0.036,1
3395,445,535,16,1,3.3,1.3,0.394,1
3397,500,595,20,3,1.2,2.34,0.019,1
3403,245,490,18,1,0.8999999999999999,1.13,0.023,1
3405,270,525,20,2,4.2,0.78,0.134,1
3410,450,405,14,3,4.5,2.24,0.751,1
3416,190,570,16,3,3.9,0.78,0.111,1
3417,235,565,16,3,1.7999999999999998,0.96,0.029,1
3422,265,430,16,2,4.2,1.76,0.568,1
3424,235,480,14,3,3.9,1.19,0.257,1
3425,430,600,20,3,1.2,1.77,0.014,1
3440,290,520,20,2,1.5,0.77,0.017,1
3447,305,390,18,2,1.5,1.67,0.062,1
3460,435,590,18,3,4.8,1.54,0.244,1
3467,290,420,18,1,5.1,1.05,0.797,1
3469,380,530,20,3,2.4,0.6,0.022,1
3478,270,385,14,3,5.1,2.02,0.948,1
3479,305,595,12,3,1.5,1.02,0.034,1
3480,195,365,14,3,2.4,1.79,0.204,1
3482,140,570,18,2,4.2,0.83,0.166,1
3493,275,500,20,3,5.7,1.9,0.441,1
3506,385,440,20,1,2.1,1.2,0.12,1
3512,370,370,18,1,2.1,2.08,0.306,1
3519,200,585,20,1,3.6,1.33,0.291,1
3520,345,355,14,1,1.2,0.67,0.054,1
3521,490,395,16,2,4.8,1.79,0.806,1
3522,340,440,14,1,3.9,0.58,0.392,1
3526,245,510,14,3,1.7999999999999998,2.47,0.106,1
3530,350,475,12,1,2.7,0.92,0.37,1
3540,455,380,14,1,2.7,2.3,0.868,1
3544,445,385,12,3,4.2,0.73,0.301,1
3563,275,455,18,1,3.6,1.69,0.586,1
3569,275,405,20,2,4.2,1.39,0.323,1
3576,415,430,20,2,5.4,2.28,0.791,1
3588,215,430,18,3,6.0,0.79,0.3,1
3598,480,520,12,1,0.8999999999999999,1.15,0.046,1
3601,430,460,20,3,3.3,2.08,0.171,1
3610,170,520,20,3,3.6,0.65,0.062,1
3615,475,485,16,2,4.5,2.08,0.659,1
3617,240,555,18,3,3.0,1.77,0.123,1
3619,170,430,20,1,3.0,1.46,0.317,1
3620,330,515,16,3,5.7,1.57,0.514,1
3621,200,410,14,3,3.3,2.01,0.377,1
3623,340,570,18,3,1.7999999999999998,1.53,0.036,1
3629,485,365,14,3,0.8999999999999999,1.82,0.027,1
3630,255,580,18,2,2.7,1.48,0.114,1
3639,500,500,14,3,1.5,1.37,0.04,1
3641,280,390,20,3,3.0,0.61,0.053,1
3643,190,360,12,1,2.1,0.77,0.254,1
3644,290,450,20,1,5.1,0.58,0.335,1
3653,335,525,20,2,3.9,1.29,0.189,1
3663,440,415,16,3,5.7,2.05,0.841,1
3676,445,360,16,3,1.5,0.76,0.025,1
3681,435,400,20,2,1.2,1.06,0.02,1
3682,165,415,20,2,5.1,1.91,0.68,1
3685,420,360,20,1,4.5,1.3,0.741,1
3700,460,395,14,1,4.5,0.84,0.845,1
3701,205,440,18,2,3.3,1.17,0.188,1
3718,345,430,16,1,3.3,2.02,0.777,1
3727,445,490,20,2,2.7,1.68,0.125,1
3729,385,400,20,2,3.6,0.87,0.146,1
3730,250,465,16,2,1.7999999999999998,1.66,0.09,1
3732,350,375,14,1,1.7999999999999998,0.78,0.133,1
3735,350,455,12,1,1.7999999999999998,0.71,0.133,1
3737,330,385,18,1,5.1,0.52,0.433,1
3740,410,580,20,1,3.0,2.07,0.311,1
3745,180,365,14,1,0.8999999999999999,1.9,0.085,1
3754,315,565,16,1,4.5,0.96,0.513,1
3761,410,460,12,3,3.3,0.52,0.11,1
3765,145,385,18,1,1.2,1.95,0.094,1
3767,365,595,18,2,3.0,0.57,0.052,1
3774,180,440,18,1,2.7,1.34,0.276,1
3787,220,585,14,1,3.0,0.8,0.238,1
3791,180,485,16,1,2.1,1.72,0.239,1
3803,400,505,16,1,4.2,0.77,0.402,1
3804,150,505,14,2,4.2,0.82,0.292,1
3812,395,510,18,2,4.5,0.95,0.23,1
3819,260,545,14,3,4.2,1.17,0.253,1
3823,215,385,14,2,4.8,1.27,0.783,1
3826,445,530,20,2,3.9,1.44,0.205,1
3830,460,495,20,2,4.2,1.44,0.256,1
3831,180,355,16,1,0.8999999999999999,1.93,0.07,1
3835,325,425,18,1,2.4,0.7,0.116,1
3836,375,485,12,1,2.4,2.37,0.736,1
3838,265,515,16,3,3.9,1.44,0.224,1
3839,245,560,14,1,2.1,1.17,0.179,1
3843,265,480,16,3,1.2,1.63,0.026,1
3845,395,370,20,1,3.3,1.29,0.384,1
3846,400,450,14,3,3.3,1.62,0.262,1
3847,220,445,18,3,4.8,2.28,0.53,1
3849,335,445,18,2,2.4,0.71,0.057,1
3850,150,405,16,3,1.7999999999999998,1.65,0.078,1
3855,245,490,18,3,3.9,1.46,0.197,1
3856,365,470,16,1,1.5,1.55,0.112,1
3869,340,430,18,3,3.9,1.42,0.216,1
3878,245,570,14,1,1.2,0.72,0.035,1
3899,160,580,20,1,1.7999999999999998,1.9,0.106,1
3902,430,485,12,1,2.1,0.51,0.121,1
3905,145,355,16,3,4.5,1.46,0.515,1
3912,210,440,14,1,4.8,0.77,0.797,1
3923,235,355,12,2,2.7,1.9,0.535,1
3925,305,495,14,2,3.9,0.76,0.231,1
3928,190,520,20,2,5.4,1.65,0.49,1
3942,450,390,18,2,3.3,0.55,0.096,1
3945,375,375,12,2,2.7,1.64,0.428,1
3946,480,445,14,3,3.3,1.33,0.216,1
3949,485,400,14,3,3.0,1.65,0.249,1
3953,425,365,20,2,3.9,1.18,0.257,1
3968,410,570,18,3,3.9,0.73,0.08,1
3974,185,355,16,3,4.2,2.13,0.623,1
3976,300,550,18,3,5.1,2.13,0.422,1
3979,435,455,18,1,2.4,2.46,0.375,1
3996,140,545,14,2,3.6,1.49,0.36,1
4000,325,545,16,3,3.9,0.91,0.131,1
4002,275,450,16,3,2.7,2.06,0.179,1
4004,190,415,18,1,1.5,2.13,0.144,1
4005,340,455,18,3,5.4,1.66,0.454,1
4008,345,535,16,2,3.3,2.15,0.333,1
4013,415,500,20,2,1.2,1.67,0.024,1
4015,230,355,12,1,1.2,1.3,0.142,1
4018,350,585,20,2,3.3,1.17,0.108,1
4020,245,385,18,2,2.4,0.8,0.078,1
4027,360,425,16,3,4.5,0.55,0.139,1
4029,250,385,14,2,1.2,1.16,0.044,1
4039,180,365,20,1,3.6,2.34,0.882,1
4047,160,550,14,3,4.2,1.89,0.419,1
4048,185,370,14,1,2.4,1.56,0.489,1
4050,445,380,14,3,1.5,0.75,0.03,1
4051,475,595,16,2,0.8999999999999999,0.9,0.009,1
4061,165,405,16,3,5.1,0.52,0.194,1
4063,355,385,16,2,2.1,0.55,0.049,1
4069,485,405,14,3,5.7,0.81,0.435,1
4073,465,520,20,2,1.7999999999999998,2.35,0.073,1
4079,485,495,12,3,3.3,1.69,0.328,1
4086,500,390,16,1,4.2,1.42,0.976,1
4088,475,475,18,3,4.5,0.81,0.143,1
4100,415,460,14,1,3.3,0.91,0.419,1
4108,485,590,18,3,3.3,1.07,0.08,1
4113,210,575,18,1,3.3,2.14,0.488,1
4115,420,410,20,2,5.4,1.64,0.6,1
4116,365,370,14,1,3.9,0.96,0.781,1
4118,230,370,18,1,2.1,2.04,0.306,1
4136,285,520,16,1,4.5,1.54,0.901,1
4145,480,385,20,1,3.9,2.3,0.91,1
4152,310,555,14,3,3.9,1.37,0.249,1
4164,175,595,16,3,3.6,1.4,0.163,1
4172,200,485,16,2,5.1,1.04,0.44,1
4175,215,505,16,3,2.7,0.81,0.063,1
4188,185,490,20,3,6.0,2.25,0.632,1
4199,340,390,14,2,4.2,0.9,0.409,1
4206,440,450,16,1,1.2,2.31,0.111,1
4211,240,410,16,2,5.7,0.71,0.448,1
4212,425,515,18,1,2.1,1.75,0.179,1
4227,315,540,20,1,5.4,0.51,0.27,1
4230,400,450,18,2,1.7999999999999998,1.4,0.062,1
4233,215,520,16,1,5.1,0.51,0.386,1
4243,450,515,16,3,5.1,2.24,0.579,1
4250,355,375,14,1,4.5,0.91,0.971,1
4262,235,460,18,1,1.7999999999999998,1.88,0.162,1
4263,240,495,20,1,2.4,1.28,0.149,1
4269,455,575,12,2,5.1,1.41,0.832,1
4272,365,445,18,3,1.2,2.0,0.028,1
4273,330,575,16,1,3.9,1.7,0.669,1
4276,195,450,20,3,6.0,1.77,0.549,1
4286,145,405,16,2,2.4,0.87,0.103,1
4287,375,365,12,2,1.2,1.96,0.104,1
4290,375,455,16,3,2.7,0.6,0.05,1
4293,500,365,20,3,5.4,1.49,0.424,1
4298,160,415,20,2,1.5,1.73,0.054,1
4303,410,380,18,3,5.7,1.72,0.635,1
4307,215,550,14,1,2.7,1.27,0.327,1
4308,385,385,14,2,5.4,0.82,0.622,1
4316,440,580,20,2,1.2,1.29,0.016,1
4319,235,465,20,3,3.0,1.66,0.119,1
4321,255,590,14,3,3.0,1.78,0.181,1
4325,315,410,20,3,5.7,2.44,0.708,1
4329,245,360,12,2,3.9,1.31,0.757,1
4332,265,365,12,3,3.0,2.43,0.555,1
4334,460,460,14,3,5.7,1.79,0.838,1
4337,435,455,14,1,1.2,0.76,0.047,1
4339,400,555,18,3,3.0,1.33,0.089,1
4350,280,385,18,1,3.3,0.86,0.301,1
4354,255,500,14,2,1.2,2.17,0.062,1
4358,450,545,18,2,3.9,2.28,0.384,1
4363,325,400,16,1,1.5,0.8,0.069,1
4370,460,575,12,3,4.8,2.21,0.775,1
4373,460,480,20,3,3.0,1.96,0.126,1
4376,200,505,18,3,3.9,2.17,0.29,1
4399,355,455,12,1,2.4,1.56,0.518,1
4404,390,355,20,3,1.2,2.34,0.035,1
4410,440,435,12,2,1.7999999999999998,1.88,0.185,1
4414,310,395,12,1,1.5,1.7,0.257,1
4421,490,560,18,1,2.1,0.8,0.074,1
4424,405,485,20,3,4.8,2.42,0.397,1
4427,295,410,18,2,3.6,0.65,0.131,1
4431,355,505,16,3,1.7999999999999998,1.5,0.05,1
4438,445,455,18,2,1.5,1.56,0.047,1
4446,230,410,16,2,1.7999999999999998,2.13,0.135,1
4456,440,560,16,2,1.2,0.62,0.012,1
4457,330,360,16,2,1.7999999999999998,0.98,0.07,1
4458,240,385,20,2,2.4,2.34,0.192,1
4465,150,495,14,1,3.6,0.67,0.347,1
4466,365,425,20,2,3.6,0.69,0.109,1
4469,350,535,18,2,1.5,2.15,0.055,1
4483,290,600,16,2,4.2,0.57,0.127,1
4490,360,515,12,3,1.5,1.05,0.041,1
4510,400,470,14,2,2.4,2.04,0.246,1
4517,315,540,18,2,1.7999999999999998,1.67,0.061,1
4519,465,370,20,3,5.1,0.83,0.209,1
4521,240,530,16,2,2.4,1.92,0.161,1
4524,465,495,12,1,2.1,1.6,0.372,1
4526,240,590,12,3,3.0,1.92,0.261,1
4530,265,570,18,1,1.7999999999999998,1.03,0.07,1
4543,320,570,16,3,1.5,1.32,0.027,1
4545,495,455,18,2,5.4,0.9,0.352,1
4546,230,495,16,3,6.0,0.91,0.355,1
4554,205,505,20,3,2.1,0.67,0.022,1
4575,175,505,14,3,3.0,0.76,0.094,1
4580,175,425,12,2,2.7,0.81,0.19,1
4581,275,450,12,1,2.7,0.72,0.307,1
4597,225,385,18,2,1.2,1.81,0.045,1
4598,480,495,16,3,1.2,2.05,0.031,1
4599,370,525,20,1,1.7999999999999998,2.3,0.139,1
4610,335,495,14,3,3.6,1.6,0.279,1
4612,240,590,14,3,3.6,0.89,0.13,1
4615,285,405,18,3,2.7,2.4,0.191,1
4618,485,555,12,3,1.5,0.56,0.02,1
4631,230,560,20,1,1.7999999999999998,1.46,0.083,1
4641,285,570,14,2,3.3,1.51,0.283,1
4645,265,485,18,3,1.7999999999999998,1.13,0.033,1
4649,230,580,18,3,5.1,0.87,0.166,1
4656,405,440,16,2,1.2,2.14,0.054,1
4658,240,455,20,1,2.4,1.36,0.173,1
4662,270,440,14,3,1.7999999999999998,1.01,0.051,1
4664,185,460,20,3,5.1,1.58,0.348,1
4666,190,540,18,1,3.0,0.77,0.156,1
4669,405,440,14,1,3.0,1.13,0.451,1
4676,440,515,14,3,3.0,1.01,0.116,1
4678,415,485,20,1,2.7,0.65,0.096,1
4680,275,550,16,1,2.1,1.99,0.239,1
4681,185,370,12,3,3.3,1.33,0.371,1
4682,400,490,12,3,2.7,1.04,0.137,1
4686,265,575,20,2,3.9,1.75,0.235,1
4688,390,530,12,3,3.3,1.26,0.229,1
4704,260,465,12,3,2.1,2.35,0.201,1
4716,145,570,12,2,3.6,0.83,0.254,1
4717,400,575,18,3,1.5,0.62,0.01,1
4725,490,515,14,2,2.4,1.53,0.167,1
4737,275,425,20,3,1.5,1.34,0.026,1
4754,475,435,14,1,4.5,0.58,0.526,1
4757,230,435,12,2,3.3,1.26,0.425,1
4767,150,370,18,3,5.4,1.96,0.792,1
4768,355,560,20,3,5.4,2.03,0.361,1
4772,300,510,14,3,4.8,0.77,0.233,1
4787,350,450,12,2,2.4,1.71,0.291,1
4788,345,560,20,2,3.0,1.52,0.122,1
4789,155,355,20,2,2.1,0.98,0.073,1
4791,375,555,20,2,3.6,1.09,0.127,1
4799,250,480,14,1,3.0,1.76,0.645,1
4805,255,560,20,1,3.3,2.45,0.468,1
4809,170,560,20,1,5.1,1.99,0.925,1
4811,435,535,18,3,3.0,0.52,0.036,1
4815,325,515,14,1,3.9,1.08,0.618,1
4816,415,475,20,3,5.1,0.84,0.159,1
4821,205,500,18,1,1.7999999999999998,0.76,0.06,1
4829,180,480,14,3,1.2,2.09,0.044,1
4835,365,600,18,1,1.2,1.27,0.036,1
4836,215,365,20,3,1.7999999999999998,2.29,0.082,1
4840,200,425,12,3,4.2,1.91,0.734,1
4845,450,580,20,2,3.9,2.42,0.312,1
4860,150,415,16,2,1.7999999999999998,0.61,0.04,1
4861,270,540,18,3,5.1,1.61,0.329,1
4864,355,365,14,2,2.4,0.96,0.153,1
4865,415,475,12,2,4.5,0.8,0.45,1
4866,360,525,16,3,5.4,2.32,0.665,1
4868,470,385,12,2,1.5,2.22,0.173,1
4869,160,535,12,2,4.2,1.75,0.776,1
4870,215,355,14,2,4.2,0.68,0.351,1
4871,385,525,20,2,4.2,1.06,0.178,1
4872,240,380,20,1,4.5,1.31,0.721,1
4874,420,520,14,2,3.9,1.19,0.34,1
4882,465,475,12,1,1.5,1.16,0.143,1
4885,405,540,16,1,1.5,1.35,0.084,1
4886,430,395,18,1,3.3,1.54,0.518,1
4898,300,560,18,2,4.5,1.31,0.29,1
4918,445,515,16,1,2.1,2.33,0.298,1
4927,345,535,14,1,4.2,1.22,0.777,1
4931,180,355,16,2,5.7,1.04,0.797,1
4933,280,420,12,3,4.5,1.7,0.745,1
4939,195,555,12,3,1.7999999999999998,1.74,0.092,1
4950,220,485,18,3,3.0,1.13,0.093,1
4957,430,550,12,3,4.2,1.0,0.282,1
4964,205,360,14,1,1.7999999999999998,2.02,0.366,1
4968,205,435,20,1,2.4,1.67,0.226,1
4978,285,405,14,1,1.2,0.97,0.068,1
4980,325,490,20,3,1.7999999999999998,1.8,0.042,1
4981,335,535,16,2,5.7,1.26,0.582,1
4982,500,565,14,2,1.5,1.75,0.067,1
4983,185,355,20,3,4.2,1.41,0.299,1
4985,145,490,16,3,5.7,2.04,0.768,1
4986,160,475,16,1,1.5,2.36,0.172,1
4987,485,430,14,1,2.1,1.61,0.322,1
4993,310,470,16,3,5.7,2.09,0.762,1
5007,465,555,16,3,4.8,1.79,0.377,1
5009,210,470,12,1,2.1,1.91,0.473,1
5013,355,505,20,2,5.7,0.94,0.306,1
5030,245,450,16,3,4.8,1.49,0.413,1
5038,325,565,14,2,3.3,2.19,0.412,1
5042,260,595,14,1,4.2,1.25,0.715,1
5044,435,510,12,2,3.3,2.16,0.606,1
5051,415,490,12,2,2.7,2.22,0.435,1
5054,400,365,16,3,2.1,2.44,0.158,1
5058,275,385,16,2,1.5,0.65,0.03,1
5059,255,450,18,2,1.2,0.88,0.018,1
5068,335,575,12,3,3.0,1.89,0.261,1
5071,455,425,14,1,2.1,1.73,0.35,1
5073,220,480,20,1,1.5,2.14,0.101,1
5074,160,490,16,2,2.4,1.36,0.128,1
5077,300,555,12,3,5.1,0.92,0.382,1
5090,140,575,14,1,4.5,0.89,0.614,1
5093,170,395,14,2,2.7,1.61,0.31,1
5094,365,415,14,3,5.4,1.49,0.708,1
5102,335,385,20,2,3.0,1.51,0.187,1
5114,145,495,14,3,3.6,1.74,0.323,1
5116,185,375,12,3,3.0,0.96,0.218,1
5122,255,545,18,3,5.7,0.74,0.188,1
5127,315,535,16,2,2.7,1.91,0.198,1
5144,475,555,14,2,3.0,1.01,0.159,1
5146,425,475,12,3,1.7999999999999998,2.09,0.126,1
5148,400,465,12,3,2.1,2.3,0.194,1
5150,365,530,18,3,5.7,2.35,0.598,1
5155,325,435,20,3,2.4,0.67,0.032,1
5162,450,430,20,1,4.5,1.0,0.467,1
5166,195,395,16,3,2.1,1.44,0.091,1
5170,250,530,14,3,4.2,1.23,0.275,1
5174,190,560,18,1,3.0,1.07,0.208,1
5180,225,360,20,3,2.7,1.98,0.162,1
5188,360,430,14,3,3.9,2.01,0.479,1
5202,220,365,14,3,3.6,2.28,0.577,1
5230,200,530,18,3,2.4,1.88,0.09,1
5242,300,365,12,2,3.9,1.03,0.582,1
5244,335,465,16,2,1.2,1.36,0.032,1
5248,385,520,12,3,6.0,1.61,0.986,1
5249,400,570,12,1,1.7999999999999998,1.74,0.257,1
5252,225,510,20,1,2.4,1.83,0.206,1
5258,480,395,16,3,2.4,1.34,0.103,1
5261,240,590,18,2,2.1,1.79,0.082,1
5262,280,475,20,2,2.1,1.18,0.057,1
5263,250,380,12,3,3.6,1.43,0.451,1
5276,145,360,18,1,5.4,0.59,0.622,1
5284,195,490,18,3,6.0,1.47,0.484,1
5290,330,420,20,2,3.6,1.83,0.295,1
5291,475,540,20,3,1.2,1.91,0.017,1
5307,295,520,18,1,3.0,0.65,0.135,1
5309,160,515,12,3,3.6,0.6,0.139,1
5317,215,510,12,3,4.8,1.27,0.519,1
5318,150,555,18,1,4.5,1.78,0.795,1
5320,175,490,20,2,3.0,1.16,0.115,1
5335,185,365,20,3,4.2,2.18,0.445,1
5341,300,370,18,1,5.4,0.51,0.499,1
5347,405,490,18,1,1.2,1.96,0.069,1
5350,450,360,16,1,4.8,0.91,0.893,1
5352,325,375,16,3,5.1,1.45,0.546,1
5369,345,385,14,3,3.6,0.69,0.159,1
5371,410,575,18,3,2.4,1.23,0.05,1
5374,170,550,20,3,5.1,1.01,0.18,1
5375,140,400,20,2,0.8999999999999999,1.89,0.023,1
5378,165,500,12,1,3.0,1.21,0.575,1
5380,450,365,18,3,4.8,0.62,0.169,1
5401,410,590,16,2,1.7999999999999998,0.86,0.035,1
5405,410,425,18,1,2.1,0.77,0.097,1
5407,285,365,12,2,1.7999999999999998,2.27,0.274,1
5410,425,485,16,3,3.9,1.59,0.257,1
5411,355,495,18,1,4.5,0.91,0.447,1
5413,245,560,18,3,1.7999999999999998,1.21,0.03,1
5415,285,370,18,1,2.7,1.45,0.355,1
5426,210,475,14,3,2.1,0.85,0.054,1
5435,485,525,16,2,2.1,2.22,0.141,1
5443,415,485,16,3,2.7,1.19,0.092,1
5444,485,455,20,3,1.7999999999999998,2.48,0.061,1
5447,180,385,18,2,3.6,2.4,0.546,1
5449,245,535,12,3,3.3,1.31,0.239,1
5451,500,485,14,2,3.0,0.61,0.111,1
5455,245,415,20,1,1.7999999999999998,0.95,0.076,1
5458,295,360,12,3,3.6,1.59,0.527,1
5461,370,550,16,2,5.1,1.28,0.458,1
5465,335,550,20,2,2.7,2.43,0.162,1
5466,145,440,16,3,5.4,0.61,0.235,1
5471,375,530,20,1,2.7,1.04,0.14,1
5479,295,365,12,3,4.8,1.51,0.877,1
5486,410,520,20,2,2.1,0.96,0.041,1
5493,360,355,20,2,5.7,1.22,0.595,1
5497,180,385,18,2,4.5,1.21,0.43,1
5506,470,555,18,2,6.0,1.76,0.686,1
5514,465,365,20,2,2.4,1.56,0.128,1
5517,475,440,18,1,2.1,1.38,0.167,1
5525,380,530,12,1,2.4,0.52,0.147,1
5528,265,525,14,1,5.1,0.71,0.683,1
5537,490,575,12,3,1.7999999999999998,1.97,0.097,1
5543,435,480,14,3,5.1,1.5,0.538,1
5559,305,450,20,3,6.0,1.16,0.334,1
5560,460,585,14,1,3.9,1.13,0.563,1
5567,455,515,12,3,5.4,1.04,0.519,1
5573,290,555,20,1,1.5,1.31,0.052,1
5580,365,415,18,1,1.7999999999999998,2.0,0.19,1
5602,345,545,16,3,2.7,0.93,0.064,1
5609,175,505,16,1,3.0,1.84,0.501,1
5625,145,450,14,2,2.1,0.53,0.054,1
5632,155,440,12,2,3.9,1.55,0.735,1
5656,180,580,16,1,2.7,1.75,0.332,1
5659,185,550,20,1,4.2,1.03,0.33,1
5662,330,590,12,3,4.2,1.95,0.514,1
5669,450,465,16,2,0.8999999999999999,2.34,0.031,1
5672,455,390,16,1,1.2,0.87,0.049,1
5679,340,500,12,3,2.7,0.64,0.083,1
5682,490,575,14,2,1.2,0.86,0.021,1
5684,485,585,16,3,4.5,2.28,0.398,1
5686,495,355,18,1,2.1,2.32,0.354,1
5694,425,405,12,3,4.5,2.13,0.956,1
5701,240,530,16,1,1.7999999999999998,1.11,0.102,1
5715,160,480,20,3,3.6,1.45,0.155,1
5720,420,415,20,3,1.5,2.1,0.04,1
5726,315,460,18,3,2.4,1.9,0.102,1
5727,155,395,20,2,3.0,1.05,0.139,1
5730,335,410,12,3,2.4,1.08,0.137,1
5731,395,545,18,2,1.2,0.91,0.015,1
5735,265,380,12,3,3.0,2.25,0.491,1
5737,335,575,14,2,3.6,2.3,0.505,1
5742,275,545,14,3,4.8,1.95,0.55,1
5746,350,540,16,2,2.4,1.97,0.16,1
5748,360,540,12,2,1.2,1.46,0.051,1
5751,215,470,20,2,5.4,1.16,0.383,1
5759,200,425,14,1,2.1,0.94,0.193,1
5762,320,485,20,2,1.7999999999999998,1.96,0.067,1
5772,285,455,12,3,1.5,1.83,0.082,1
5777,320,370,18,2,4.2,2.06,0.631,1
5779,340,565,20,1,3.0,1.99,0.309,1
5780,380,540,12,3,2.7,1.4,0.167,1
5797,280,510,18,2,4.2,0.6,0.129,1
5804,460,425,14,2,4.8,0.57,0.305,1
5812,395,380,18,3,2.4,1.71,0.112,1
5814,405,460,18,3,3.9,2.12,0.294,1
5827,415,355,20,3,3.0,1.65,0.153,1
5832,330,480,12,2,3.3,1.8,0.541,1
5853,170,585,14,1,4.5,1.04,0.701,1
5854,290,455,18,1,3.6,1.01,0.35,1
5861,215,445,18,1,2.4,2.27,0.362,1
5881,350,580,14,2,5.4,1.3,0.636,1
5886,300,515,18,3,3.9,1.48,0.185,1
5889,250,550,14,2,2.1,1.57,0.124,1
5895,190,365,20,3,4.2,2.14,0.433,1
5898,215,580,12,1,1.2,1.66,0.108,1
5901,195,455,18,3,1.2,1.1,0.016,1
5902,225,570,12,2,4.5,0.65,0.306,1
5903,490,510,14,2,3.6,1.1,0.272,1
5904,270,485,14,2,4.5,1.14,0.473,1
5906,195,485,14,1,3.3,1.31,0.578,1
5912,235,550,16,1,3.6,0.95,0.337,1
5913,425,495,14,3,3.9,0.54,0.11,1
5922,460,485,18,2,3.0,2.04,0.23,1
5926,155,600,12,3,1.2,1.79,0.039,1
5927,440,540,16,3,5.4,1.51,0.416,1
5934,165,420,14,1,3.6,0.87,0.536,1
5940,155,440,20,3,5.4,2.26,0.619,1
5945,185,485,20,2,3.0,0.84,0.084,1
5948,220,420,14,1,5.1,0.65,0.797,1
5951,190,555,20,3,3.3,1.64,0.119,1
5953,155,450,16,1,4.5,0.52,0.363,1
5955,395,460,16,1,3.0,1.63,0.48,1
5959,445,400,16,2,3.3,2.29,0.483,1
5962,335,370,16,3,3.0,1.44,0.19,1
5963,200,500,12,3,4.5,1.98,0.73,1
5965,265,575,16,3,0.8999999999999999,0.83,0.006,1
5966,300,545,18,2,1.2,1.01,0.016,1
5967,215,430,16,1,4.2,0.91,0.575,1
5970,280,540,14,3,6.0,1.96,0.872,1
5971,200,590,18,2,3.6,1.64,0.224,1
5974,345,540,20,1,3.0,1.56,0.254,1
5975,285,390,18,1,3.3,0.62,0.214,1
5986,325,410,14,3,2.1,1.21,0.089,1
5993,210,560,16,3,2.7,1.48,0.102,1
5996,340,375,18,1,1.2,1.87,0.089,1
5998,300,560,20,1,2.7,2.22,0.283,1
5999,360,555,18,2,3.0,0.66,0.065,1
6009,365,560,16,3,3.6,1.03,0.122,1
6017,360,390,16,2,2.4,1.17,0.135,1
6019,485,480,16,2,5.4,1.24,0.572,1
6025,200,455,14,3,1.5,0.79,0.027,1
6030,385,460,18,1,3.0,1.99,0.469,1
6032,255,530,18,3,1.5,2.35,0.043,1
6034,490,385,20,3,1.2,0.75,0.01,1
6038,330,520,20,1,2.4,2.31,0.251,1
6060,145,580,18,1,5.4,1.34,0.822,1
6061,200,510,18,3,5.1,0.94,0.212,1
6066,155,490,18,3,0.8999999999999999,0.68,0.005,1
6071,305,455,18,2,2.1,0.65,0.039,1
6084,275,425,16,1,4.8,0.53,0.439,1
6088,275,380,18,3,0.8999999999999999,1.15,0.011,1
6090,280,470,18,3,3.6,1.39,0.166,1
6093,365,520,18,2,2.1,2.17,0.112,1
6104,310,525,20,3,3.0,1.55,0.093,1
6114,430,465,20,2,6.0,1.36,0.532,1
6119,235,375,18,1,1.7999999999999998,1.35,0.146,1
6135,400,495,20,1,4.2,1.67,0.584,1
6153,315,400,14,3,4.8,2.28,0.899,1
6158,225,415,20,2,3.6,2.28,0.387,1
